pass_id	chapter	figure_id	page	sample_png	sample_png_exists	sample_png_sha256	page_text_chars	page_image_count	largest_image_area_pct	chapter_sample_status	manual_review_note
I-0263	CH01	F01.01	3	rendered/full_book_i0263/chapter_page_samples/ch01_page_003_F01-01.png	yes	6fb51b67e05db8fad00d4272da25d505cc29df7579fc90782876850bbe388d12	1323	1	25.9	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH02	F02.01	17	rendered/full_book_i0263/chapter_page_samples/ch02_page_017_F02-01.png	yes	098018f63c9b74c6f3e48712f0e4b6bac423f78544ab6d36aa0fb390b4b1d34d	1558	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH03	F03.01	29	rendered/full_book_i0263/chapter_page_samples/ch03_page_029_F03-01.png	yes	f9bfbd0adca497cbfb8512e43cd6e79ad99c6496b1da349e6852a55171a88be9	1740	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH04	F04.01	42	rendered/full_book_i0263/chapter_page_samples/ch04_page_042_F04-01.png	yes	996b6b82a51b5b25ad57c023b9ef4840e4163f466733ebe6ebdf0cb2a8df4ad8	1726	1	25.9	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH05	F05.01	54	rendered/full_book_i0263/chapter_page_samples/ch05_page_054_F05-01.png	yes	9eea3a2894962eb538adbeaf3a13c9be4e0484fbf11c2eaa721081ad66ff5d89	1313	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH06	F06.01	71	rendered/full_book_i0263/chapter_page_samples/ch06_page_071_F06-01.png	yes	c0af799039054382e71509eb5ebf25dd594e1ce67afe609e1421e4df154a3560	1502	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH07	F07.01	89	rendered/full_book_i0263/chapter_page_samples/ch07_page_089_F07-01.png	yes	3b1b5d0653cded2ab923813d09073c36d6043f48a2b7d323a7aa060ae6ce13c2	1646	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH08	F08.01	107	rendered/full_book_i0263/chapter_page_samples/ch08_page_107_F08-01.png	yes	d53cdd026a19286d99467d29a2a5e9a39ad47b2be1c4ade2bcb41f3f9938291b	1507	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH09	F09.01	122	rendered/full_book_i0263/chapter_page_samples/ch09_page_122_F09-01.png	yes	b50da685105eb148c75a8e179889a6575eb0785a812fc39ebd2bb104e478c231	1674	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH10	F10.01	138	rendered/full_book_i0263/chapter_page_samples/ch10_page_138_F10-01.png	yes	5a4bd8fec0c464bbceb810bbc39b015ab9fcfbea71a11b6efc0eb39d69cd9a4a	1490	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
